Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2012,2012,°c,0.546,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2013,2013,°c,0.565,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2014,2014,°c,0.558,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2015,2015,°c,0.947,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2016,2016,°c,0.964,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2017,2017,°c,0.519,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2018,2018,°c,1.012,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2019,2019,°c,1.092,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2020,2020,°c,0.484,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2021,2021,°c,0.612,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2022,2022,°c,0.967,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7012,December,2023,2023,°c,1.343,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1961,1961,°c,0.439,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1962,1962,°c,-0.375,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1963,1963,°c,0.179,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1964,1964,°c,0.293,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1965,1965,°c,-0.371,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1966,1966,°c,0.087,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1967,1967,°c,-0.265,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1968,1968,°c,-0.013,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1969,1969,°c,0.142,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1970,1970,°c,0.012,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1971,1971,°c,-0.425,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1972,1972,°c,-0.357,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1973,1973,°c,0.612,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1974,1974,°c,-0.081,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1975,1975,°c,-0.054,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1976,1976,°c,-0.472,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1977,1977,°c,0.07,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1978,1978,°c,0.193,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1979,1979,°c,0.188,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1980,1980,°c,0.424,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1981,1981,°c,0.339,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1982,1982,°c,0.077,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1983,1983,°c,0.115,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1984,1984,°c,-0.07,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1985,1985,°c,0.052,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1986,1986,°c,0.22,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1987,1987,°c,0.83,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1988,1988,°c,0.685,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1989,1989,°c,-0.275,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1990,1990,°c,0.299,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1991,1991,°c,-0.059,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1992,1992,°c,-0.172,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1993,1993,°c,0.001,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1994,1994,°c,0.236,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1995,1995,°c,0.135,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1996,1996,°c,0.352,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1997,1997,°c,0.039,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1998,1998,°c,0.551,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,1999,1999,°c,0.151,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2000,2000,°c,0.057,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2001,2001,°c,0.609,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2002,2002,°c,0.82,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2003,2003,°c,0.612,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2004,2004,°c,0.293,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2005,2005,°c,1.117,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2006,2006,°c,0.327,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2007,2007,°c,0.492,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2008,2008,°c,-0.162,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2009,2009,°c,0.14,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2010,2010,°c,0.211,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2011,2011,°c,-0.244,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2012,2012,°c,0.166,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2013,2013,°c,0.512,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2014,2014,°c,0.681,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2015,2015,°c,0.892,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2016,2016,°c,1.328,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2017,2017,°c,0.778,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2018,2018,°c,0.603,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2019,2019,°c,0.795,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2020,2020,°c,0.778,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2021,2021,°c,0.177,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2022,2022,°c,0.386,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7016,Dec–Jan–Feb,2023,2023,°c,0.696,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1961,1961,°c,0.521,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1962,1962,°c,0.155,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1963,1963,°c,0.071,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1964,1964,°c,0.137,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1965,1965,°c,-0.28,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1966,1966,°c,0.46,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1967,1967,°c,-0.189,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1968,1968,°c,-0.18,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1969,1969,°c,0.101,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1970,1970,°c,-0.049,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1971,1971,°c,-0.103,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1972,1972,°c,0.052,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1973,1973,°c,0.459,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1974,1974,°c,-0.264,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1975,1975,°c,-0.291,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1976,1976,°c,-0.206,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1977,1977,°c,-0.227,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1978,1978,°c,-0.151,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1979,1979,°c,0.186,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1980,1980,°c,0.26,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1981,1981,°c,0.066,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1982,1982,°c,0.34,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1983,1983,°c,0.045,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1984,1984,°c,0.151,E,Estimated value
ET,Temperature change on land,876,Wallis and Futuna Islands,7271,Temperature change,7017,Mar–Apr–May,1985,1985,°c,-0.058,E,Estimated value
